DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-22:26:55.906;TwistZ_;2.735912;1;10;461;493;735;723;669;659;639;635;641;655;0;0;0;0;0;0;15;13;17;16;13;13;12;13;18;13;0;0;0;0;0;0;92;78;84;100;100;76;78;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:56.522;TwistS_;2.755795;1;10;466;263;783;757;707;654;650;654;642;618;0;0;0;0;0;0;12;12;18;19;12;13;14;15;12;15;0;0;0;0;0;0;61;21;69;100;100;100;61;100;85;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:57.131;TwistZ_;2.743306;1;10;476;404;667;626;681;678;681;708;736;736;0;0;0;0;0;0;14;12;15;11;10;13;16;19;18;15;0;0;0;0;0;0;46;71;84;30;15;64;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:57.747;TwistS_;2.743306;1;10;512;634;759;769;735;674;674;675;657;627;0;0;0;0;0;0;12;11;15;15;15;14;17;16;12;15;0;0;0;0;0;0;69;50;92;100;100;100;100;92;78;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:58.355;TwistZ_;2.752288;1;10;495;514;709;723;717;678;666;659;690;703;0;0;0;0;0;0;12;15;13;15;13;15;15;20;16;16;0;0;0;0;0;0;69;50;84;100;84;100;46;100;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:58.971;TwistS_;2.752288;1;10;615;541;744;762;716;685;633;661;703;662;0;0;0;0;0;0;12;12;12;13;15;14;14;12;15;13;0;0;0;0;0;0;53;42;76;100;100;71;84;84;50;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:26:59.584;TwistZ_;2.7485;1;10;615;584;667;661;660;672;651;665;682;681;0;0;0;0;0;0;11;13;12;13;15;12;11;14;15;14;0;0;0;0;0;0;53;71;84;57;100;100;42;76;100;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:27:00.200;TwistS_;2.743223;1;10;547;607;760;745;632;618;630;625;612;593;0;0;0;0;0;0;14;15;18;15;15;15;14;14;13;15;0;0;0;0;0;0;76;85;100;92;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:27:00.809;TwistZ_;2.743223;1;10;593;530;710;687;692;686;678;676;708;716;0;0;0;0;0;0;10;13;12;14;12;11;12;14;15;18;0;0;0;0;0;0;15;57;46;53;100;61;53;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:27:01.417;TwistS_;2.735379;1;10;480;487;812;812;673;659;681;696;709;699;0;0;0;0;0;0;13;13;10;10;14;14;11;15;18;14;0;0;0;0;0;0;61;42;38;7;64;53;7;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:27:02.033;TwistZ_;2.735379;1;10;413;523;725;0;711;672;659;696;706;709;0;0;0;0;0;0;11;17;13;0;14;17;19;18;17;15;0;0;0;0;0;0;38;85;92;0;84;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
