DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-08:44:06.406;TwistZ_;2.746574;1;10;458;263;624;637;747;725;705;703;718;681;0;0;0;0;0;0;10;11;11;11;10;10;13;10;14;16;0;0;0;0;0;0;53;14;53;30;7;57;69;15;50;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:07.007;TwistS_;2.755452;1;10;615;557;629;600;0;703;0;656;660;663;0;0;0;0;0;0;12;12;11;11;0;10;0;11;17;12;0;0;0;0;0;0;92;61;78;23;0;7;0;50;100;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:07.623;TwistZ_;2.755452;1;10;615;0;848;805;728;691;647;736;721;587;0;0;0;0;0;0;13;0;14;13;18;16;13;16;13;11;0;0;0;0;0;0;53;0;38;85;100;100;78;100;85;30;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:08.239;TwistS_;2.737994;1;10;448;541;648;615;612;0;488;0;593;615;0;0;0;0;0;0;12;13;12;10;13;0;11;0;11;11;0;0;0;0;0;0;53;78;30;7;64;0;30;0;14;7;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:08.851;TwistZ_;2.737624;1;10;593;499;842;825;782;615;628;620;593;565;0;0;0;0;0;0;10;10;12;12;11;11;14;14;11;12;0;0;0;0;0;0;15;28;23;53;38;7;100;100;7;30;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:09.460;TwistS_;2.737624;1;10;439;219;659;0;0;615;615;571;563;541;0;0;0;0;0;0;11;12;10;0;0;12;11;11;10;10;0;0;0;0;0;0;76;35;7;0;0;14;7;61;42;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:10.068;TwistZ_;2.741876;1;10;606;263;733;766;786;0;690;683;703;644;0;0;0;0;0;0;11;15;13;15;11;0;12;14;14;12;0;0;0;0;0;0;38;35;61;69;38;0;53;61;85;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:10.677;TwistS_;2.747617;1;10;593;366;887;0;741;710;719;708;695;664;0;0;0;0;0;0;12;13;13;0;13;13;11;11;15;13;0;0;0;0;0;0;23;85;38;0;100;85;61;61;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:11.285;TwistZ_;2.747617;1;10;489;270;666;812;749;734;743;716;757;637;0;0;0;0;0;0;13;15;13;12;15;16;13;12;12;15;0;0;0;0;0;0;76;42;46;30;76;100;84;61;78;30;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:11.901;TwistS_;2.74453;1;10;376;586;853;782;591;479;439;632;494;366;0;0;0;0;0;0;14;12;14;15;13;14;11;11;11;12;0;0;0;0;0;0;61;71;92;100;92;92;30;69;57;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:12.510;TwistZ_;2.74453;1;10;324;414;540;648;593;0;0;638;667;559;0;0;0;0;0;0;15;12;11;10;11;0;0;13;14;13;0;0;0;0;0;0;100;50;38;42;30;0;0;100;78;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:13.118;TwistS_;2.753464;1;10;351;247;607;615;615;637;585;602;624;553;0;0;0;0;0;0;11;15;10;12;12;14;12;12;13;15;0;0;0;0;0;0;61;61;21;53;46;30;23;35;92;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:13.726;TwistZ_;2.749672;1;10;311;615;765;789;762;747;741;747;726;649;0;0;0;0;0;0;15;10;11;12;14;14;12;16;17;12;0;0;0;0;0;0;46;28;46;100;53;71;84;100;100;53;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:14.343;TwistS_;2.749672;1;10;0;285;906;924;838;728;699;696;663;573;0;0;0;0;0;0;0;10;18;24;14;16;16;18;16;15;0;0;0;0;0;0;0;21;92;100;84;100;100;100;78;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:14.955;TwistZ_;2.752787;1;10;380;487;709;765;763;769;581;693;674;633;0;0;0;0;0;0;13;11;18;12;12;11;11;14;13;16;0;0;0;0;0;0;69;35;100;84;92;28;69;84;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:15.563;TwistS_;2.752787;1;10;483;476;694;736;714;621;613;645;642;637;0;0;0;0;0;0;10;10;13;14;12;14;12;17;12;13;0;0;0;0;0;0;15;46;57;100;76;100;100;100;61;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:16.179;TwistZ_;2.748798;1;10;585;0;628;752;752;0;692;677;618;611;0;0;0;0;0;0;11;0;12;12;10;0;10;10;11;14;0;0;0;0;0;0;61;0;38;57;30;0;57;46;50;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:16.788;TwistS_;2.744558;1;10;571;245;626;615;0;0;665;681;597;554;0;0;0;0;0;0;14;11;10;12;0;0;11;12;11;11;0;0;0;0;0;0;30;42;30;30;0;0;84;46;78;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-08:44:17.396;TwistZ_;2.744558;1;10;514;0;758;762;736;0;725;752;659;687;0;0;0;0;0;0;12;0;16;16;12;0;11;11;12;13;0;0;0;0;0;0;38;0;100;100;42;0;38;30;64;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
