DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-13:50:31.151;TwistZ_;6.379995;1;10;1230;1054;1806;1737;1645;1575;1533;1512;1534;1462;0;0;0;0;0;0;11;11;12;15;13;13;11;16;14;16;0;0;0;0;0;0;27;27;83;100;81;63;81;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:31.423;TwistS_;6.389909;1;10;1076;1428;1850;1797;1701;1641;1621;1577;1566;1560;0;0;0;0;0;0;12;13;15;16;19;21;18;13;17;13;0;0;0;0;0;0;36;36;83;100;100;100;100;83;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:31.679;TwistZ_;6.389909;1;10;549;1500;0;1582;1600;1702;1502;1433;1406;1590;0;0;0;0;0;0;14;13;0;10;10;12;12;11;10;18;0;0;0;0;0;0;36;63;0;27;58;72;90;72;9;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:31.943;TwistS_;6.389909;1;10;1083;1459;2025;1937;1766;1560;1621;1621;1442;1274;0;0;0;0;0;0;10;11;18;19;16;10;11;13;12;12;0;0;0;0;0;0;27;75;100;100;90;16;90;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:32.208;TwistZ_;6.389909;1;10;922;1393;1696;1620;1554;1526;1546;1555;1514;1474;0;0;0;0;0;0;11;12;11;17;23;22;16;12;19;14;0;0;0;0;0;0;72;63;41;72;100;100;100;83;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:32.472;TwistS_;6.401727;1;10;732;1801;1831;1725;1649;1598;1490;1464;1481;1454;0;0;0;0;0;0;12;13;15;20;19;22;18;14;11;16;0;0;0;0;0;0;81;36;100;100;100;100;100;75;63;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:32.732;TwistZ_;6.401727;1;10;1268;1604;1647;1696;1645;1633;1609;1636;1661;1520;0;0;0;0;0;0;13;12;13;13;18;15;21;20;18;11;0;0;0;0;0;0;63;18;66;90;100;100;100;100;100;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:32.997;TwistS_;6.401727;1;10;1501;1801;1860;0;1604;1613;1625;1550;1494;1484;0;0;0;0;0;0;17;12;11;0;13;19;20;15;15;13;0;0;0;0;0;0;54;36;25;0;72;100;100;91;45;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:33.260;TwistZ_;6.401727;1;10;1340;1831;1845;1701;1629;1617;1621;1629;1613;1464;0;0;0;0;0;0;12;17;17;18;22;20;19;12;13;13;0;0;0;0;0;0;36;54;91;100;100;100;100;100;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:33.521;TwistS_;6.385959;1;10;988;1895;1999;1851;1582;1554;1558;1406;1454;1478;0;0;0;0;0;0;11;16;13;15;10;12;12;11;13;16;0;0;0;0;0;0;54;72;100;72;36;100;100;66;90;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:33.785;TwistZ_;6.385959;1;10;1076;1400;1582;1538;1621;0;1511;1527;1494;1245;0;0;0;0;0;0;13;10;12;12;11;0;14;12;11;10;0;0;0;0;0;0;54;72;75;81;81;0;90;66;27;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:34.049;TwistS_;6.385959;1;10;1508;0;1825;1746;1625;1606;1625;1622;1534;1547;0;0;0;0;0;0;15;0;12;10;10;13;23;24;18;13;0;0;0;0;0;0;54;0;91;36;36;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:34.313;TwistZ_;6.385959;1;10;1035;1593;1773;1657;1639;1637;1625;1644;1611;1502;0;0;0;0;0;0;11;11;15;15;10;12;11;16;12;10;0;0;0;0;0;0;63;72;91;100;90;100;45;100;54;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:34.577;TwistS_;6.361274;1;10;966;1939;1889;1801;1683;1600;1440;1329;1394;1419;0;0;0;0;0;0;11;11;10;15;14;12;12;13;14;15;0;0;0;0;0;0;36;63;8;100;90;63;81;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:34.833;TwistZ_;6.361274;1;10;1093;1613;1556;1525;1478;1518;1582;1674;1524;0;0;0;0;0;0;0;13;14;14;13;12;13;12;12;12;0;0;0;0;0;0;0;72;63;100;63;100;100;72;83;90;0;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:35.099;TwistS_;6.361274;1;10;1054;615;2096;1757;1720;1406;1420;1406;1439;1501;0;0;0;0;0;0;10;10;13;13;16;11;10;12;11;11;0;0;0;0;0;0;27;9;63;27;63;25;27;72;72;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:35.358;TwistZ_;6.361274;1;10;1226;1889;1865;1695;1656;1662;1653;1685;1665;1252;0;0;0;0;0;0;13;11;11;10;18;18;20;22;12;12;0;0;0;0;0;0;90;16;100;63;90;100;100;100;75;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:35.622;TwistS_;6.36782;1;10;1016;1774;1911;1845;1550;1582;1494;1508;1516;1467;0;0;0;0;0;0;12;13;13;14;12;11;11;10;11;13;0;0;0;0;0;0;72;72;83;81;63;45;45;25;18;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:50:35.886;TwistZ_;6.36782;1;10;1054;1249;1782;1655;1601;1645;1563;1538;1518;1434;0;0;0;0;0;0;11;13;19;15;11;12;12;19;21;16;0;0;0;0;0;0;81;63;81;81;81;75;63;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
