DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-14:23:57.411;TwistS_;2.73009;1;10;654;706;725;784;721;667;652;669;701;661;0;0;0;0;0;0;15;16;18;21;22;24;23;22;22;20;0;0;0;0;0;0;38;50;92;100;100;100;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:23:58.023;TwistZ_;2.73009;1;10;598;468;760;815;709;659;687;749;0;707;0;0;0;0;0;0;13;12;13;11;15;12;14;16;0;14;0;0;0;0;0;0;69;64;61;71;100;46;100;84;0;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:23:58.639;TwistS_;2.748252;1;10;402;549;787;774;761;774;769;742;718;659;0;0;0;0;0;0;11;10;11;12;10;12;11;13;15;14;0;0;0;0;0;0;23;57;46;61;23;57;7;69;100;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:23:59.248;TwistZ_;2.743972;1;10;527;439;703;759;718;698;687;720;712;705;0;0;0;0;0;0;11;13;16;23;21;19;20;16;20;16;0;0;0;0;0;0;23;92;100;100;100;100;100;100;100;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:23:59.864;TwistS_;2.743972;1;10;329;566;802;855;781;704;684;660;684;698;0;0;0;0;0;0;12;14;13;15;19;23;21;20;23;23;0;0;0;0;0;0;23;71;61;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:00.472;TwistZ_;2.734272;1;10;568;430;743;769;714;681;673;703;698;689;0;0;0;0;0;0;13;11;16;21;18;17;12;19;21;20;0;0;0;0;0;0;61;50;92;100;100;100;69;92;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:01.089;TwistS_;2.734272;1;10;561;509;740;791;758;692;687;723;681;673;0;0;0;0;0;0;16;19;14;15;16;17;18;18;11;14;0;0;0;0;0;0;53;71;53;69;100;100;100;92;50;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:01.697;TwistZ_;2.748196;1;10;495;498;0;772;750;681;718;725;717;709;0;0;0;0;0;0;13;12;0;13;12;12;16;16;15;17;0;0;0;0;0;0;53;42;0;42;92;30;100;84;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:02.313;TwistS_;2.735167;1;10;522;474;847;839;762;685;692;704;707;711;0;0;0;0;0;0;13;15;15;12;20;23;17;16;15;15;0;0;0;0;0;0;76;85;92;69;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:02.922;TwistZ_;2.735167;1;10;725;634;767;792;769;742;704;710;729;527;0;0;0;0;0;0;15;15;18;21;23;16;16;14;16;11;0;0;0;0;0;0;30;57;100;100;100;76;100;92;71;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:03.538;TwistS_;2.739926;1;10;525;596;767;748;701;643;659;671;712;696;0;0;0;0;0;0;12;19;20;20;23;19;18;20;22;17;0;0;0;0;0;0;76;85;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:04.146;TwistZ_;2.739926;1;10;510;532;762;805;747;728;673;681;717;593;0;0;0;0;0;0;13;10;12;17;22;22;14;12;12;12;0;0;0;0;0;0;69;64;53;92;100;100;92;53;64;15;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:04.762;TwistS_;2.738281;1;10;219;466;791;758;725;673;659;696;726;696;0;0;0;0;0;0;11;12;11;17;15;13;13;17;19;14;0;0;0;0;0;0;7;57;7;100;76;92;50;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:05.371;TwistZ_;2.748238;1;10;351;659;773;836;721;668;676;667;687;650;0;0;0;0;0;0;11;11;13;19;15;12;12;15;16;17;0;0;0;0;0;0;38;42;84;100;92;100;76;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:24:05.907;TwistS_;2.748238;1;10;633;513;798;931;917;888;847;893;830;944;0;0;0;0;0;0;13;11;13;14;22;21;18;12;12;13;0;0;0;0;0;0;50;72;75;45;100;100;81;100;45;66;0;0;0;0;0;0;1023;0;0;1023;0;0;0
