DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-18:04:55.151;TwistZ_;6.37658;1;10;1092;960;1885;1694;1558;1474;1414;1472;1398;1289;0;0;0;0;0;0;13;13;16;14;20;19;15;18;15;10;0;0;0;0;0;0;63;63;100;81;100;100;100;100;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:55.415;TwistS_;6.37658;1;10;0;1391;1879;1733;1578;1542;1478;1398;1274;1164;0;0;0;0;0;0;0;10;14;14;21;22;20;12;10;12;0;0;0;0;0;0;0;27;75;100;100;100;100;50;27;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:55.673;TwistZ_;6.372245;1;10;1406;1801;1849;1701;1578;1458;1393;1402;1430;1322;0;0;0;0;0;0;17;13;14;16;18;16;15;15;14;13;0;0;0;0;0;0;54;18;100;100;100;100;90;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:55.935;TwistS_;6.372245;1;10;1252;0;1828;1175;1618;1630;1437;1450;0;1362;0;0;0;0;0;0;13;0;13;11;17;15;13;11;0;11;0;0;0;0;0;0;90;0;90;72;100;81;63;27;0;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:56.199;TwistZ_;6.372245;1;10;1088;758;1678;0;1450;1450;1289;1435;1486;1494;0;0;0;0;0;0;12;10;11;0;10;12;10;12;13;13;0;0;0;0;0;0;81;36;41;0;18;72;27;25;100;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:56.469;TwistS_;6.370908;1;10;1303;1625;1721;1570;1430;1410;1370;1314;1312;1164;0;0;0;0;0;0;13;14;15;17;19;18;16;18;12;14;0;0;0;0;0;0;27;45;100;100;100;100;100;100;72;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:56.723;TwistZ_;6.370908;1;10;1494;1164;1691;1590;1470;1382;1322;1343;1331;1406;0;0;0;0;0;0;12;17;22;18;20;15;18;18;12;13;0;0;0;0;0;0;18;90;100;100;100;100;100;58;90;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:56.979;TwistS_;6.370908;1;10;0;834;1713;1732;1594;1469;1458;1186;1274;1286;0;0;0;0;0;0;0;10;13;15;20;13;11;10;12;12;0;0;0;0;0;0;0;45;90;63;100;90;45;18;45;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:57.251;TwistZ_;6.370908;1;10;0;1274;1368;1186;845;771;769;759;720;774;0;0;0;0;0;0;0;16;13;14;20;21;19;15;14;14;0;0;0;0;0;0;0;45;58;90;100;100;100;100;83;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:57.507;TwistS_;6.395871;1;10;729;900;1023;882;763;714;731;707;795;922;0;0;0;0;0;0;15;13;14;19;24;26;21;19;21;17;0;0;0;0;0;0;90;54;63;100;100;100;100;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:57.772;TwistZ_;6.395871;1;10;556;0;1582;0;1371;1406;1582;1062;1071;609;0;0;0;0;0;0;12;0;10;0;12;13;11;16;12;13;0;0;0;0;0;0;54;0;36;0;41;45;27;54;66;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:58.044;TwistS_;6.395871;1;10;709;2021;1977;1155;986;756;856;810;1237;1309;0;0;0;0;0;0;12;10;11;12;12;11;10;13;12;13;0;0;0;0;0;0;63;41;36;90;91;81;54;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:58.300;TwistZ_;6.395871;1;10;843;1545;1681;1578;1494;1362;1334;1326;1388;1202;0;0;0;0;0;0;11;15;18;19;19;15;18;18;14;15;0;0;0;0;0;0;45;54;100;100;100;100;100;100;90;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:58.566;TwistS_;6.399648;1;10;1230;1029;1296;971;842;703;633;655;673;652;0;0;0;0;0;0;10;11;15;15;19;26;17;19;17;11;0;0;0;0;0;0;9;58;90;75;100;100;100;100;100;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:58.828;TwistZ_;6.399648;1;10;786;950;1019;854;719;753;1191;703;816;727;0;0;0;0;0;0;11;15;15;15;12;11;13;15;15;12;0;0;0;0;0;0;81;66;90;100;100;58;81;18;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:59.092;TwistS_;6.399648;1;10;725;1510;1702;1522;1434;1386;1338;1285;1206;0;0;0;0;0;0;0;10;12;15;19;19;19;14;17;12;0;0;0;0;0;0;0;54;72;100;100;100;100;100;100;81;0;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:59.345;TwistZ_;6.399648;1;10;866;1054;1606;1604;1534;1482;1432;1402;1423;1406;0;0;0;0;0;0;13;17;20;19;18;20;15;17;11;10;0;0;0;0;0;0;63;80;100;100;100;100;100;100;50;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
