DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-13:06:44.387;TwistZ_;2.742164;1;10;499;219;769;740;750;709;683;686;656;664;0;0;0;0;0;0;11;10;18;16;17;14;12;14;12;15;0;0;0;0;0;0;53;7;84;100;100;53;61;100;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:45.003;TwistS_;2.742164;1;10;364;527;627;625;637;586;613;637;679;665;0;0;0;0;0;0;19;14;17;18;19;19;18;15;13;16;0;0;0;0;0;0;53;21;69;100;100;100;100;84;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:45.611;TwistZ_;2.75478;1;10;450;408;567;697;675;649;626;667;741;710;0;0;0;0;0;0;14;11;10;18;16;11;12;14;13;15;0;0;0;0;0;0;61;50;46;92;84;64;61;84;85;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:46.228;TwistS_;2.757278;1;10;373;536;775;792;703;688;699;714;731;701;0;0;0;0;0;0;10;11;13;14;11;14;14;16;17;16;0;0;0;0;0;0;23;35;100;92;7;85;92;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:46.836;TwistZ_;2.757278;1;10;457;589;767;752;667;652;662;712;722;679;0;0;0;0;0;0;12;11;16;15;11;11;11;13;11;15;0;0;0;0;0;0;76;42;100;85;38;53;50;92;57;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:47.445;TwistS_;2.762746;1;10;439;659;721;760;721;686;681;672;657;649;0;0;0;0;0;0;13;12;12;13;14;12;12;16;13;13;0;0;0;0;0;0;46;15;100;100;100;100;76;92;100;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:48.053;TwistZ_;2.736474;1;10;503;610;722;703;716;657;686;696;704;661;0;0;0;0;0;0;12;11;12;12;11;14;16;12;14;14;0;0;0;0;0;0;76;35;69;84;61;85;100;100;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:48.661;TwistS_;2.736474;1;10;442;751;769;792;706;689;677;671;677;677;0;0;0;0;0;0;14;11;13;13;18;20;15;18;14;18;0;0;0;0;0;0;53;35;46;92;100;100;100;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:49.279;TwistZ_;2.739282;1;10;545;619;747;718;708;661;678;703;703;676;0;0;0;0;0;0;12;12;14;14;13;12;11;14;13;15;0;0;0;0;0;0;46;71;92;92;100;76;57;100;71;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:49.886;TwistS_;2.739282;1;10;505;645;780;770;747;683;667;646;661;652;0;0;0;0;0;0;11;12;15;14;16;17;14;13;14;20;0;0;0;0;0;0;15;38;92;100;84;84;76;64;84;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:50.502;TwistZ_;2.747272;1;10;673;571;758;733;721;701;682;681;703;664;0;0;0;0;0;0;13;13;16;16;17;15;14;15;17;15;0;0;0;0;0;0;23;57;100;92;100;100;100;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:51.102;TwistS_;2.735147;1;10;458;296;816;783;703;673;674;671;682;645;0;0;0;0;0;0;13;13;11;12;12;13;12;14;15;12;0;0;0;0;0;0;53;15;50;84;61;92;100;85;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:51.720;TwistZ_;2.735147;1;10;568;0;329;670;681;689;697;699;729;692;0;0;0;0;0;0;12;0;10;12;13;12;12;15;18;15;0;0;0;0;0;0;53;0;7;71;69;61;85;84;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:52.328;TwistS_;2.739186;1;10;219;695;810;795;700;671;675;662;695;699;0;0;0;0;0;0;12;11;12;12;12;11;12;13;13;16;0;0;0;0;0;0;30;21;84;69;69;78;84;100;100;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:52.943;TwistZ_;2.739186;1;10;538;615;812;756;730;687;686;711;715;704;0;0;0;0;0;0;12;15;15;12;18;15;14;16;12;13;0;0;0;0;0;0;30;28;76;92;100;78;100;100;64;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:53.488;TwistS_;2.743455;1;10;219;561;749;803;798;771;783;787;818;800;0;0;0;0;0;0;20;15;14;13;19;20;16;18;13;12;0;0;0;0;0;0;33;75;91;91;100;100;91;100;91;58;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:06:53.936;TwistZ_;2.743455;1;10;820;0;932;922;922;936;864;621;944;816;0;0;0;0;0;0;16;0;12;14;14;17;12;17;12;15;0;0;0;0;0;0;30;0;90;77;100;100;66;100;33;70;0;0;0;0;0;0;1023;0;0;1023;0;0;0
