DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-18:04:33.625;TwistZ_;6.390738;1;10;1335;1809;1867;1757;1738;1640;1634;1702;1713;1746;0;0;0;0;0;0;12;15;16;11;13;13;13;14;21;16;0;0;0;0;0;0;45;54;33;18;81;81;90;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:33.889;TwistS_;6.390738;1;10;1091;0;0;0;1728;1617;1578;1516;1398;1384;0;0;0;0;0;0;12;0;0;0;10;11;18;14;11;11;0;0;0;0;0;0;54;0;0;0;54;45;100;100;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:34.149;TwistZ_;6.374156;1;10;1104;1532;1882;1777;1606;1625;1640;1724;1689;1480;0;0;0;0;0;0;12;13;14;12;14;11;13;15;19;16;0;0;0;0;0;0;63;72;100;81;100;54;81;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:34.414;TwistS_;6.374156;1;10;1494;1669;1713;1679;1555;1547;1510;1446;1458;1401;0;0;0;0;0;0;13;13;14;12;12;13;16;19;15;15;0;0;0;0;0;0;27;54;58;81;90;81;100;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:34.678;TwistZ_;6.374156;1;10;1155;1461;1713;1664;1606;1677;1653;1658;1399;1293;0;0;0;0;0;0;12;12;14;11;15;14;17;13;11;10;0;0;0;0;0;0;90;72;100;72;100;100;100;100;63;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:34.942;TwistS_;6.374156;1;10;1325;1494;1801;1713;1569;1582;1526;1457;1480;1467;0;0;0;0;0;0;12;13;12;10;16;18;14;15;14;13;0;0;0;0;0;0;54;90;58;18;63;100;100;100;90;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:35.206;TwistZ_;6.362196;1;10;1032;1782;1709;1613;1514;1546;1571;1571;1506;1418;0;0;0;0;0;0;12;18;12;14;14;14;14;16;20;18;0;0;0;0;0;0;36;81;91;100;100;100;72;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:35.470;TwistS_;6.362196;1;10;873;1889;2021;0;1525;1543;1414;1420;1466;1318;0;0;0;0;0;0;12;13;11;0;14;15;15;11;12;13;0;0;0;0;0;0;72;72;33;0;63;72;100;50;72;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:35.726;TwistZ_;6.362196;1;10;1071;1499;1867;1789;1645;1649;1669;1494;1462;1391;0;0;0;0;0;0;11;12;17;18;19;21;20;10;10;12;0;0;0;0;0;0;72;72;100;100;100;100;100;8;63;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:35.990;TwistS_;6.362196;1;10;659;1713;1885;1705;1520;1470;1450;1409;1446;1411;0;0;0;0;0;0;10;11;15;12;15;14;15;17;16;16;0;0;0;0;0;0;18;36;83;90;45;100;100;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:36.254;TwistZ_;6.372978;1;10;1432;1550;1725;1647;1641;1665;1649;1662;1657;1631;0;0;0;0;0;0;13;13;12;11;13;15;16;19;16;13;0;0;0;0;0;0;45;63;91;18;100;100;100;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:36.523;TwistS_;6.372978;1;10;738;1831;1916;1831;1636;1594;1546;1483;1479;1458;0;0;0;0;0;0;11;12;13;13;14;18;17;14;15;13;0;0;0;0;0;0;41;54;41;81;100;100;83;72;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:04:36.819;TwistZ_;6.372978;1;10;859;1702;1556;1519;1494;1438;1416;1387;1429;1284;0;0;0;0;0;0;13;11;12;16;15;11;21;20;13;12;0;0;0;0;0;0;69;66;53;100;100;91;100;100;100;75;0;0;0;0;0;0;1023;0;0;1023;0;0;0
