DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-15:18:51.276;TwistZ_;6.773357;1;10;1126;1650;1781;1674;1640;1619;1631;1632;1602;1430;0;0;0;0;0;0;11;14;14;13;20;19;13;18;14;16;0;0;0;0;0;0;64;42;100;100;100;100;92;100;100;85;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:51.524;TwistS_;6.773357;1;10;1198;1523;1883;1762;1715;1699;1622;1609;1623;1602;0;0;0;0;0;0;12;14;15;14;14;13;14;16;14;15;0;0;0;0;0;0;78;92;93;92;100;100;92;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:51.765;TwistZ_;6.773357;1;10;1142;1171;1770;1711;1686;1636;1527;1540;1607;1400;0;0;0;0;0;0;14;13;16;19;20;21;14;16;13;17;0;0;0;0;0;0;42;78;100;100;100;100;92;100;50;71;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:52.012;TwistS_;6.784596;1;10;1162;1391;2000;1782;1724;1669;1640;1518;1573;1424;0;0;0;0;0;0;13;16;15;15;18;21;21;16;18;16;0;0;0;0;0;0;85;85;100;85;100;100;100;86;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:52.261;TwistZ_;6.784596;1;10;1203;1613;1875;1820;1703;1657;1544;1535;1594;1391;0;0;0;0;0;0;13;17;19;18;18;20;17;21;17;15;0;0;0;0;0;0;92;78;100;100;100;100;100;100;100;85;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:52.509;TwistS_;6.784596;1;10;978;1552;1902;1812;1724;1611;1540;1559;1540;1418;0;0;0;0;0;0;11;17;19;15;17;19;14;13;13;14;0;0;0;0;0;0;71;85;100;100;100;100;100;86;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:52.757;TwistZ_;6.784596;1;10;1353;1816;1851;966;1640;1682;1686;1582;1536;1442;0;0;0;0;0;0;13;13;11;11;15;20;19;15;17;17;0;0;0;0;0;0;71;42;100;71;100;100;100;100;92;57;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:53.001;TwistS_;6.770408;1;10;1230;1362;1886;1690;1619;1548;1552;1527;1523;1517;0;0;0;0;0;0;12;15;17;17;23;20;18;18;18;12;0;0;0;0;0;0;57;85;100;100;100;100;100;100;100;71;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:53.249;TwistZ_;6.770408;1;10;1000;1651;1917;1803;1644;1561;1531;1457;1602;1510;0;0;0;0;0;0;13;16;18;15;21;16;20;16;16;16;0;0;0;0;0;0;85;78;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:53.505;TwistS_;6.770408;1;10;1201;1171;1784;1640;1669;1694;1699;1611;1523;1435;0;0;0;0;0;0;13;13;16;13;14;14;15;14;14;15;0;0;0;0;0;0;71;73;78;46;71;92;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:18:53.769;TwistZ_;6.770408;1;10;996;1799;1816;1605;1484;1425;1390;1380;1421;1113;0;0;0;0;0;0;13;15;13;13;20;20;16;14;17;13;0;0;0;0;0;0;66;93;100;100;100;100;100;100;100;60;0;0;0;0;0;0;1023;0;0;1023;0;0;0
