DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-13:05:08.011;TwistZ_;2.742041;1;10;560;468;839;856;846;777;754;758;802;817;0;0;0;0;0;0;11;15;15;12;12;15;12;15;19;10;0;0;0;0;0;0;30;85;76;76;84;92;46;100;100;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:08.627;TwistS_;2.75653;1;10;681;329;812;791;787;738;708;738;770;796;0;0;0;0;0;0;10;10;10;12;11;13;12;14;13;16;0;0;0;0;0;0;7;42;46;84;50;100;100;76;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:09.235;TwistZ_;2.749823;1;10;656;326;922;870;801;782;787;765;761;789;0;0;0;0;0;0;11;11;11;18;18;18;16;17;13;17;0;0;0;0;0;0;53;50;15;57;100;100;92;100;78;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:09.852;TwistS_;2.749823;1;10;579;531;852;830;750;716;750;679;695;686;0;0;0;0;0;0;14;15;11;12;16;14;16;20;17;16;0;0;0;0;0;0;61;71;76;76;85;61;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:10.460;TwistZ_;2.738692;1;10;553;285;0;769;766;708;695;695;752;781;0;0;0;0;0;0;14;14;0;10;13;11;11;12;13;15;0;0;0;0;0;0;38;42;0;7;69;85;46;46;92;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:11.069;TwistS_;2.738692;1;10;538;466;772;856;792;734;728;743;737;745;0;0;0;0;0;0;15;20;13;15;17;14;11;16;19;15;0;0;0;0;0;0;30;64;53;76;100;100;46;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:11.685;TwistZ_;2.739117;1;10;649;606;807;862;809;639;738;747;767;763;0;0;0;0;0;0;12;11;14;13;14;11;13;15;16;20;0;0;0;0;0;0;69;57;92;92;100;61;92;92;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:12.293;TwistS_;2.735486;1;10;574;497;829;831;830;800;763;772;745;726;0;0;0;0;0;0;11;12;14;15;15;16;15;17;15;17;0;0;0;0;0;0;46;57;61;92;76;64;92;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:12.902;TwistZ_;2.735486;1;10;568;544;803;848;808;759;758;770;805;761;0;0;0;0;0;0;14;13;12;13;12;12;13;18;18;14;0;0;0;0;0;0;53;64;53;76;69;85;46;100;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:13.517;TwistS_;2.737158;1;10;494;591;738;495;894;807;763;711;710;694;0;0;0;0;0;0;15;13;11;15;21;15;14;13;15;18;0;0;0;0;0;0;30;85;61;53;100;100;61;84;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:14.126;TwistZ_;2.737158;1;10;689;659;629;775;873;791;802;812;886;780;0;0;0;0;0;0;11;10;16;15;15;15;12;12;13;16;0;0;0;0;0;0;38;28;69;92;100;100;100;15;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:14.742;TwistS_;2.732183;1;10;410;459;703;785;733;718;742;718;714;759;0;0;0;0;0;0;14;12;10;12;14;14;12;13;13;17;0;0;0;0;0;0;46;71;7;30;78;76;76;100;85;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:15.351;TwistZ_;2.744326;1;10;729;241;930;895;775;747;758;784;802;770;0;0;0;0;0;0;14;15;19;19;12;13;12;15;17;14;0;0;0;0;0;0;38;42;84;100;53;78;46;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:15.959;TwistS_;2.744326;1;10;676;451;889;944;877;800;774;749;737;732;0;0;0;0;0;0;10;12;14;23;20;15;16;15;14;13;0;0;0;0;0;0;38;78;61;100;100;100;100;76;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:16.575;TwistZ_;2.761904;1;10;637;683;776;826;765;730;772;797;806;726;0;0;0;0;0;0;11;17;19;16;13;13;15;17;16;12;0;0;0;0;0;0;23;57;46;71;84;61;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:17.183;TwistS_;2.740928;1;10;428;414;801;796;738;725;703;720;665;681;0;0;0;0;0;0;17;15;12;14;11;15;18;14;17;14;0;0;0;0;0;0;46;50;84;100;76;100;100;100;78;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:17.792;TwistZ_;2.740928;1;10;516;489;799;0;804;781;812;803;791;786;0;0;0;0;0;0;13;15;12;0;13;14;13;16;13;12;0;0;0;0;0;0;30;71;61;0;76;100;53;92;42;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:18.408;TwistS_;2.750559;1;10;694;609;848;866;802;0;717;716;720;705;0;0;0;0;0;0;13;13;12;13;13;0;11;12;16;14;0;0;0;0;0;0;61;57;76;85;76;0;42;100;100;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-13:05:19.024;TwistZ_;2.750559;1;10;560;395;776;898;834;763;758;769;773;767;0;0;0;0;0;0;11;13;11;13;12;12;15;11;14;17;0;0;0;0;0;0;30;64;46;84;85;100;100;23;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
