DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-14:22:16.141;TwistZ_;2.739872;1;10;369;539;733;695;705;657;674;688;694;682;0;0;0;0;0;0;13;14;15;14;13;13;16;14;11;15;0;0;0;0;0;0;46;100;100;69;76;100;100;69;92;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:16.749;TwistS_;2.737021;1;10;516;571;777;812;755;656;677;659;688;657;0;0;0;0;0;0;16;12;12;10;14;11;10;15;19;16;0;0;0;0;0;0;76;50;61;23;100;57;46;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:17.364;TwistZ_;2.740818;1;10;453;439;776;0;694;689;693;703;707;659;0;0;0;0;0;0;15;12;10;0;11;13;15;12;12;11;0;0;0;0;0;0;84;42;23;0;61;76;78;38;71;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:17.973;TwistS_;2.740818;1;10;274;765;681;695;732;736;732;743;734;701;0;0;0;0;0;0;12;11;13;11;11;13;11;13;12;13;0;0;0;0;0;0;46;50;69;84;42;61;69;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:18.585;TwistZ_;2.746666;1;10;373;685;703;725;700;659;641;656;684;654;0;0;0;0;0;0;14;13;10;13;12;13;15;14;11;11;0;0;0;0;0;0;53;71;7;30;76;64;84;69;85;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:19.193;TwistS_;2.746666;1;10;527;338;710;816;668;610;632;649;656;616;0;0;0;0;0;0;11;10;13;14;12;12;15;17;16;18;0;0;0;0;0;0;15;35;92;53;92;64;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:19.802;TwistZ_;2.742123;1;10;424;494;645;0;812;732;703;625;712;0;0;0;0;0;0;0;15;12;11;0;11;11;13;13;13;0;0;0;0;0;0;0;76;14;38;0;15;21;84;84;50;0;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:20.410;TwistS_;2.745301;1;10;666;683;764;733;725;656;655;671;703;684;0;0;0;0;0;0;11;15;15;18;17;14;17;17;15;15;0;0;0;0;0;0;46;57;69;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:21.026;TwistZ_;2.745301;1;10;486;714;783;761;725;663;668;689;725;624;0;0;0;0;0;0;13;15;14;18;20;11;14;13;19;14;0;0;0;0;0;0;53;71;92;100;30;38;85;100;100;53;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-14:22:21.639;TwistS_;2.749154;1;10;537;599;694;699;657;643;628;640;671;635;0;0;0;0;0;0;14;16;15;16;19;19;17;17;18;19;0;0;0;0;0;0;69;71;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
