2021-01-04-09:55:33.754;TwistS_;6.382422;1;10;527;1265;1728;1590;1598;1617;1613;1673;1639;1446;0;0;0;0;0;0;15;13;13;14;15;16;17;16;16;13;0;0;0;0;0;0;54;45;100;100;100;100;100;100;90;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:34.017;TwistZ_;6.382422;1;10;1324;1519;1853;1832;1745;1708;1689;1613;1606;1560;0;0;0;0;0;0;13;16;19;13;18;16;18;13;12;10;0;0;0;0;0;0;63;63;100;90;100;81;100;58;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:34.281;TwistS_;6.382422;1;10;0;571;1867;1809;1749;1717;1797;1724;1644;1546;0;0;0;0;0;0;0;10;17;12;17;15;16;15;16;12;0;0;0;0;0;0;0;27;66;54;100;100;100;100;63;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:34.545;TwistZ_;6.382422;1;10;1161;1652;1761;1713;0;1582;1467;1526;1523;1466;0;0;0;0;0;0;12;10;13;13;0;10;10;11;14;15;0;0;0;0;0;0;63;45;100;54;0;36;45;91;81;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:34.809;TwistS_;6.362031;1;10;958;1418;1707;1735;1649;1644;1613;1527;1505;1458;0;0;0;0;0;0;13;14;12;12;19;20;12;11;13;12;0;0;0;0;0;0;90;58;63;54;100;100;100;72;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:35.066;TwistZ_;6.362031;1;10;988;1479;1722;1684;1379;1432;1518;1530;1621;1550;0;0;0;0;0;0;11;12;12;11;10;12;13;17;19;12;0;0;0;0;0;0;36;81;45;54;45;83;100;100;100;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:35.337;TwistS_;6.362031;1;10;966;1301;1729;1609;1653;1679;1669;1538;1550;1518;0;0;0;0;0;0;11;14;14;14;14;15;12;14;15;15;0;0;0;0;0;0;45;72;91;100;100;81;27;75;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:35.601;TwistZ_;6.362031;1;10;988;856;1801;1713;1502;1494;1514;1458;1505;1466;0;0;0;0;0;0;11;12;13;10;13;13;12;16;13;16;0;0;0;0;0;0;18;33;45;18;45;75;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:35.858;TwistS_;6.365945;1;10;1406;1801;1785;1662;1633;1633;1625;1655;1635;1573;0;0;0;0;0;0;12;10;13;15;20;17;13;16;13;13;0;0;0;0;0;0;27;9;66;54;100;100;63;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:36.121;TwistZ_;6.365945;1;10;900;571;1754;1657;1543;1562;1594;1560;1612;1538;0;0;0;0;0;0;12;13;14;13;11;13;13;11;15;17;0;0;0;0;0;0;72;27;100;100;72;100;100;33;90;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-09:55:36.386;TwistS_;6.365945;1;10;1362;1757;1820;1625;1586;1570;1538;1508;1545;1506;0;0;0;0;0;0;12;11;14;14;19;20;16;16;12;18;0;0;0;0;0;0;18;45;58;81;100;100;100;75;54;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
