DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-17:45:27.353;TwistS_;2.74944;1;10;653;241;382;741;833;792;784;750;725;736;0;0;0;0;0;0;16;11;11;11;12;15;16;17;14;17;0;0;0;0;0;0;30;14;38;61;92;100;100;53;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:27.953;TwistZ_;2.764872;1;10;521;593;776;818;772;729;709;709;703;676;0;0;0;0;0;0;10;13;15;18;15;14;16;13;12;12;0;0;0;0;0;0;30;69;100;100;100;84;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:28.569;TwistS_;2.764872;1;10;632;606;833;797;793;730;690;705;688;686;0;0;0;0;0;0;11;11;12;12;11;15;13;14;16;12;0;0;0;0;0;0;38;71;100;84;61;85;53;76;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:29.178;TwistZ_;2.754835;1;10;520;427;764;789;753;716;716;730;703;719;0;0;0;0;0;0;14;13;14;16;13;13;14;19;14;11;0;0;0;0;0;0;46;64;76;100;100;35;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:29.786;TwistS_;2.75548;1;10;725;751;807;812;754;687;698;703;695;667;0;0;0;0;0;0;12;13;18;22;18;17;20;18;16;15;0;0;0;0;0;0;15;64;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:30.394;TwistZ_;2.75548;1;10;593;560;736;750;742;733;740;764;794;749;0;0;0;0;0;0;13;14;15;14;14;12;13;19;22;14;0;0;0;0;0;0;53;61;92;100;76;84;76;100;100;76;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:31.002;TwistS_;2.770119;1;10;624;499;885;894;796;725;0;703;771;698;0;0;0;0;0;0;13;14;13;13;15;13;0;14;15;12;0;0;0;0;0;0;53;50;76;53;92;42;0;30;57;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:31.621;TwistZ_;2.754269;1;10;424;241;736;782;761;732;747;703;769;741;0;0;0;0;0;0;12;11;15;15;13;13;10;15;16;14;0;0;0;0;0;0;46;21;76;100;69;21;7;23;100;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:32.227;TwistS_;2.754269;1;10;510;717;828;826;750;710;691;690;703;701;0;0;0;0;0;0;12;15;16;15;19;14;14;14;15;14;0;0;0;0;0;0;69;85;100;100;100;100;100;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:32.835;TwistZ_;2.752094;1;10;464;491;777;791;791;735;795;762;749;818;0;0;0;0;0;0;12;15;13;13;14;12;18;16;11;18;0;0;0;0;0;0;61;100;61;15;38;78;69;100;71;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-17:45:33.364;TwistS_;2.752094;1;10;410;663;791;867;898;810;807;840;858;830;0;0;0;0;0;0;14;13;12;19;16;14;17;18;15;15;0;0;0;0;0;0;54;91;18;50;100;81;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
