DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-15:02:17.177;TwistS_;2.759812;1;10;442;736;799;775;716;659;649;654;692;671;0;0;0;0;0;0;14;16;17;15;16;19;16;17;18;14;0;0;0;0;0;0;53;57;100;100;100;100;100;76;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:17.793;TwistZ_;2.737796;1;10;445;623;0;0;802;686;664;679;714;662;0;0;0;0;0;0;14;12;0;0;10;11;18;14;15;16;0;0;0;0;0;0;53;57;0;0;15;30;85;92;57;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:18.402;TwistS_;2.737796;1;10;505;699;791;809;751;670;0;629;670;654;0;0;0;0;0;0;13;13;13;12;11;10;0;11;17;15;0;0;0;0;0;0;69;42;38;46;35;46;0;46;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:19.018;TwistZ_;2.733821;1;10;514;511;760;717;712;714;681;687;717;709;0;0;0;0;0;0;10;12;13;11;15;13;16;15;13;16;0;0;0;0;0;0;38;50;76;46;100;100;100;100;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:19.626;TwistS_;2.733821;1;10;417;496;758;693;681;634;632;655;693;691;0;0;0;0;0;0;16;13;11;11;14;11;13;17;18;17;0;0;0;0;0;0;61;35;46;64;23;69;92;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:20.243;TwistZ_;2.74097;1;10;538;604;783;760;694;678;681;681;681;662;0;0;0;0;0;0;11;12;11;13;15;14;17;16;18;20;0;0;0;0;0;0;46;57;46;100;100;71;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:20.851;TwistS_;2.733758;1;10;415;552;795;780;684;670;635;671;671;676;0;0;0;0;0;0;12;11;13;12;14;14;13;11;16;19;0;0;0;0;0;0;69;57;76;57;92;61;85;69;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:21.467;TwistZ_;2.733758;1;10;703;692;782;822;751;723;716;720;723;709;0;0;0;0;0;0;17;11;12;12;12;14;16;12;17;18;0;0;0;0;0;0;38;28;100;53;69;85;76;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:22.080;TwistS_;2.727825;1;10;485;600;804;802;723;705;692;721;791;747;0;0;0;0;0;0;13;12;12;13;15;13;15;15;17;11;0;0;0;0;0;0;84;85;61;61;92;57;100;100;100;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:22.688;TwistZ_;2.727825;1;10;527;571;796;803;759;698;698;708;712;698;0;0;0;0;0;0;13;12;16;11;14;15;15;15;19;17;0;0;0;0;0;0;69;71;92;53;64;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:23.304;TwistS_;2.733343;1;10;665;708;795;822;733;659;630;637;685;684;0;0;0;0;0;0;17;10;11;12;13;14;17;18;21;20;0;0;0;0;0;0;53;28;38;78;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:23.916;TwistZ_;2.739488;1;10;426;512;736;689;676;662;683;684;681;659;0;0;0;0;0;0;14;10;15;18;16;12;16;15;14;17;0;0;0;0;0;0;53;21;76;100;100;46;84;100;42;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:24.532;TwistS_;2.739488;1;10;236;670;777;789;735;678;673;704;641;632;0;0;0;0;0;0;11;10;14;16;15;15;19;17;15;17;0;0;0;0;0;0;30;14;100;100;100;69;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:25.141;TwistZ_;2.756166;1;10;381;618;750;711;703;671;637;677;687;662;0;0;0;0;0;0;11;12;14;17;13;16;11;19;15;16;0;0;0;0;0;0;61;50;100;100;100;100;69;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:25.757;TwistS_;2.747119;1;10;512;351;0;0;812;750;695;0;697;651;0;0;0;0;0;0;14;13;0;0;10;13;11;0;14;15;0;0;0;0;0;0;69;21;0;0;53;53;42;0;78;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:26.365;TwistZ_;2.747119;1;10;274;628;783;744;679;618;681;736;763;701;0;0;0;0;0;0;11;13;14;13;13;11;14;14;15;17;0;0;0;0;0;0;30;57;92;61;92;42;84;100;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:26.974;TwistS_;2.743999;1;10;395;428;786;785;747;685;655;662;652;677;0;0;0;0;0;0;14;10;12;15;16;14;13;17;13;18;0;0;0;0;0;0;69;14;76;100;100;100;100;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:27.590;TwistZ_;2.743999;1;10;455;470;782;799;760;681;683;692;720;669;0;0;0;0;0;0;16;13;12;11;13;10;15;14;15;16;0;0;0;0;0;0;61;50;61;35;38;30;71;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-15:02:28.198;TwistS_;2.747755;1;10;620;704;775;753;701;684;662;637;659;667;0;0;0;0;0;0;15;14;17;17;14;19;17;14;18;18;0;0;0;0;0;0;69;85;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
