DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-13:35:26.139;TwistS_;2.746628;1;10;659;546;801;865;807;736;728;731;726;750;0;0;0;0;0;0;14;13;17;20;20;20;20;21;15;16;0;0;0;0;0;0;38;61;92;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:26.755;TwistZ_;2.748873;1;10;624;450;823;798;725;750;774;743;743;736;0;0;0;0;0;0;11;11;11;10;10;12;11;15;16;14;0;0;0;0;0;0;76;42;46;21;7;46;28;100;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:27.363;TwistS_;2.748873;1;10;725;252;802;806;783;744;791;713;694;698;0;0;0;0;0;0;15;16;12;13;11;12;15;12;13;18;0;0;0;0;0;0;15;46;42;100;69;69;46;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:27.972;TwistZ_;2.757642;1;10;602;389;761;848;794;701;744;754;748;784;0;0;0;0;0;0;14;12;12;15;15;11;15;14;16;15;0;0;0;0;0;0;38;50;46;100;100;85;69;92;85;53;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:28.588;TwistS_;2.748597;1;10;270;480;782;784;747;732;706;713;745;745;0;0;0;0;0;0;12;13;17;18;19;19;21;16;14;14;0;0;0;0;0;0;23;50;76;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:29.196;TwistZ_;2.748597;1;10;662;659;785;812;780;743;711;728;754;709;0;0;0;0;0;0;12;12;12;15;16;16;19;18;18;18;0;0;0;0;0;0;53;28;30;69;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:29.796;TwistS_;2.74821;1;10;698;268;758;812;739;732;703;673;684;696;0;0;0;0;0;0;18;11;11;12;12;10;10;11;15;15;0;0;0;0;0;0;38;38;57;100;69;23;30;78;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:30.412;TwistZ_;2.74821;1;10;582;263;805;781;755;761;747;791;775;753;0;0;0;0;0;0;11;14;12;19;15;15;11;11;13;13;0;0;0;0;0;0;46;42;92;100;84;69;14;30;92;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:31.021;TwistS_;2.76465;1;10;676;362;787;894;822;775;743;726;718;679;0;0;0;0;0;0;12;11;13;16;15;15;20;15;20;17;0;0;0;0;0;0;76;30;50;100;84;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-13:35:31.637;TwistZ_;2.753806;1;10;640;650;786;837;812;777;719;735;727;713;0;0;0;0;0;0;16;11;11;11;13;11;11;14;12;12;0;0;0;0;0;0;46;35;69;64;53;61;85;100;78;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
