DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-10:32:17.438;TwistS_;2.751765;1;10;391;674;804;867;800;752;747;731;684;674;0;0;0;0;0;0;13;12;14;12;15;14;16;13;14;15;0;0;0;0;0;0;38;53;92;30;69;100;76;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:18.052;TwistZ_;2.744612;1;10;505;423;560;812;725;721;721;708;742;716;0;0;0;0;0;0;15;13;11;11;10;14;18;22;15;12;0;0;0;0;0;0;53;50;30;42;23;100;85;100;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:18.661;TwistS_;2.749304;1;10;534;579;805;794;743;705;683;696;706;703;0;0;0;0;0;0;12;12;12;13;14;15;10;17;22;21;0;0;0;0;0;0;46;61;85;100;100;61;69;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:19.268;TwistZ_;2.749304;1;10;483;489;732;736;710;689;714;752;769;718;0;0;0;0;0;0;15;14;12;11;20;22;22;20;20;16;0;0;0;0;0;0;46;100;92;30;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:19.877;TwistS_;2.762235;1;10;689;0;760;786;732;769;743;744;751;725;0;0;0;0;0;0;13;0;11;14;10;12;20;16;19;14;0;0;0;0;0;0;38;0;61;38;23;28;100;69;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:20.489;TwistZ_;2.74053;1;10;505;254;610;822;810;783;796;799;729;694;0;0;0;0;0;0;12;16;12;15;14;11;20;24;16;15;0;0;0;0;0;0;46;50;69;69;84;42;100;100;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:21.097;TwistS_;2.74053;1;10;338;329;850;830;794;756;725;712;715;721;0;0;0;0;0;0;14;11;15;15;16;17;14;12;16;14;0;0;0;0;0;0;38;7;53;84;100;100;100;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:21.713;TwistZ_;2.747176;1;10;549;615;791;814;793;728;711;812;769;761;0;0;0;0;0;0;13;13;15;13;13;14;14;17;13;13;0;0;0;0;0;0;30;21;61;84;69;100;76;69;92;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:22.322;TwistS_;2.747176;1;10;588;776;812;792;713;701;725;723;715;708;0;0;0;0;0;0;14;13;13;14;13;13;13;15;17;16;0;0;0;0;0;0;38;46;100;100;100;92;7;78;53;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:22.930;TwistZ_;2.763822;1;10;615;259;753;747;749;745;753;763;780;778;0;0;0;0;0;0;14;12;20;22;14;14;17;14;17;13;0;0;0;0;0;0;30;35;76;100;78;100;100;84;100;69;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:23.539;TwistS_;2.765796;1;10;439;560;806;812;764;758;721;730;745;708;0;0;0;0;0;0;15;15;13;13;16;10;17;19;14;18;0;0;0;0;0;0;46;57;76;100;100;15;84;100;78;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:24.147;TwistZ_;2.765796;1;10;552;373;856;856;725;747;752;775;751;720;0;0;0;0;0;0;15;10;11;10;10;14;21;21;13;14;0;0;0;0;0;0;53;14;7;23;7;21;100;100;78;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:24.757;TwistS_;2.743512;1;10;551;609;811;853;816;731;713;710;713;705;0;0;0;0;0;0;11;11;17;23;16;16;19;19;16;17;0;0;0;0;0;0;69;30;100;100;92;100;100;100;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:25.364;TwistZ_;2.743512;1;10;655;465;241;856;0;0;0;0;795;755;0;0;0;0;0;0;13;12;15;10;0;0;0;0;14;19;0;0;0;0;0;0;46;71;46;7;0;0;0;0;71;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-10:32:25.972;TwistS_;2.75629;1;10;593;667;851;0;0;769;744;747;758;714;0;0;0;0;0;0;11;12;14;0;0;11;12;14;18;13;0;0;0;0;0;0;38;57;30;0;0;21;61;38;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
