DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-08:47:39.952;TwistZ_;2.745783;1;10;450;534;777;736;681;692;657;652;714;640;0;0;0;0;0;0;13;11;11;11;11;10;15;21;15;18;0;0;0;0;0;0;61;64;84;30;69;28;100;100;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:40.567;TwistS_;2.739446;1;10;444;610;762;755;704;670;647;659;666;671;0;0;0;0;0;0;14;13;14;12;15;17;17;18;12;19;0;0;0;0;0;0;69;71;100;100;100;100;100;100;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:41.175;TwistZ_;2.739446;1;10;681;628;765;756;699;682;668;662;676;665;0;0;0;0;0;0;15;11;15;16;12;15;20;17;19;15;0;0;0;0;0;0;30;35;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:41.791;TwistS_;2.757045;1;10;465;483;674;714;714;667;650;650;657;639;0;0;0;0;0;0;16;14;18;19;13;13;15;16;15;12;0;0;0;0;0;0;84;71;100;100;100;100;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:42.400;TwistZ_;2.739899;1;10;428;517;691;681;659;593;637;697;670;632;0;0;0;0;0;0;13;13;20;20;19;10;10;14;19;17;0;0;0;0;0;0;46;64;100;100;57;15;15;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:43.004;TwistS_;2.739899;1;10;505;667;787;767;708;660;664;684;652;654;0;0;0;0;0;0;14;14;15;13;17;14;21;21;22;22;0;0;0;0;0;0;84;71;100;100;100;92;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:43.620;TwistZ_;2.749329;1;10;494;566;743;731;703;663;655;686;720;679;0;0;0;0;0;0;13;11;17;15;18;19;21;22;19;15;0;0;0;0;0;0;76;35;100;100;100;100;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:44.228;TwistS_;2.749329;1;10;467;639;803;757;692;656;640;642;665;660;0;0;0;0;0;0;13;14;11;13;16;16;17;14;19;18;0;0;0;0;0;0;53;64;84;100;100;100;100;61;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:44.845;TwistZ_;2.730697;1;10;587;652;759;725;669;610;646;665;646;596;0;0;0;0;0;0;12;11;15;18;18;10;16;18;15;19;0;0;0;0;0;0;30;71;92;100;100;38;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:45.445;TwistS_;2.741505;1;10;453;621;745;735;687;655;664;668;677;676;0;0;0;0;0;0;13;11;13;16;19;18;16;21;20;19;0;0;0;0;0;0;84;53;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:46.061;TwistZ_;2.741505;1;10;496;457;736;715;701;645;663;676;679;610;0;0;0;0;0;0;13;11;14;20;16;14;16;15;16;17;0;0;0;0;0;0;76;35;46;100;100;76;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:46.670;TwistS_;2.746546;1;10;451;659;787;787;715;674;669;694;707;682;0;0;0;0;0;0;13;10;15;14;16;15;15;17;18;20;0;0;0;0;0;0;69;42;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:47.286;TwistZ_;2.735297;1;10;441;593;767;731;703;617;638;656;704;684;0;0;0;0;0;0;13;13;15;15;12;11;14;13;12;15;0;0;0;0;0;0;92;57;92;100;50;69;100;76;85;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:47.894;TwistS_;2.735297;1;10;435;576;753;758;649;629;655;669;690;637;0;0;0;0;0;0;11;12;12;12;14;16;23;24;23;21;0;0;0;0;0;0;84;57;76;61;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:48.503;TwistZ_;2.742298;1;10;391;465;677;687;695;681;642;674;670;642;0;0;0;0;0;0;20;13;14;14;11;16;17;12;18;16;0;0;0;0;0;0;84;35;84;76;23;92;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:49.119;TwistS_;2.742298;1;10;461;705;765;786;733;648;640;682;671;645;0;0;0;0;0;0;15;11;14;11;12;12;13;12;14;18;0;0;0;0;0;0;69;57;84;69;61;100;100;100;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:49.727;TwistZ_;2.759204;1;10;505;703;747;791;727;675;681;701;711;650;0;0;0;0;0;0;14;12;11;12;13;10;14;17;12;15;0;0;0;0;0;0;100;21;46;35;69;61;100;84;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:50.344;TwistS_;2.74592;1;10;520;764;833;816;745;707;684;674;692;662;0;0;0;0;0;0;12;13;18;14;19;23;17;22;22;18;0;0;0;0;0;0;76;64;92;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-08:47:50.953;TwistZ_;2.74592;1;10;521;670;589;720;714;704;682;657;698;663;0;0;0;0;0;0;16;10;10;12;16;19;17;15;16;15;0;0;0;0;0;0;53;14;46;100;100;100;100;100;100;84;0;0;0;0;0;0;1023;0;0;1023;0;0;0
