DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-20:36:01.015;TwistZ_;2.73337;1;10;606;566;741;743;712;662;656;677;711;483;0;0;0;0;0;0;10;12;14;17;17;14;14;19;18;12;0;0;0;0;0;0;38;71;92;92;100;92;61;100;71;15;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:01.631;TwistS_;2.740448;1;10;659;379;760;765;734;747;695;714;715;692;0;0;0;0;0;0;13;11;12;15;13;11;11;15;17;15;0;0;0;0;0;0;7;28;61;100;92;23;21;100;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:02.241;TwistZ_;2.740448;1;10;536;382;733;737;725;675;659;698;687;675;0;0;0;0;0;0;11;14;11;12;15;12;12;15;15;16;0;0;0;0;0;0;38;35;76;84;69;78;76;100;92;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:02.856;TwistS_;2.748914;1;10;659;494;703;725;745;694;681;684;703;692;0;0;0;0;0;0;14;10;11;10;14;12;14;12;13;17;0;0;0;0;0;0;38;14;46;7;92;71;76;100;92;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:03.472;TwistZ_;2.746762;1;10;490;263;687;681;637;639;655;664;681;664;0;0;0;0;0;0;12;10;18;20;13;11;15;19;19;16;0;0;0;0;0;0;46;14;100;100;53;61;42;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:04.081;TwistS_;2.746762;1;10;410;272;765;777;754;696;667;689;718;659;0;0;0;0;0;0;12;15;14;17;14;15;17;18;16;14;0;0;0;0;0;0;46;35;53;100;46;71;100;76;100;53;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:04.689;TwistZ_;2.737075;1;10;461;642;769;750;741;708;686;642;747;736;0;0;0;0;0;0;11;11;10;14;14;15;15;11;18;15;0;0;0;0;0;0;46;28;15;92;100;92;100;61;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:05.297;TwistS_;2.737075;1;10;725;593;666;700;0;765;600;618;638;647;0;0;0;0;0;0;16;13;15;13;0;11;12;13;14;16;0;0;0;0;0;0;30;21;92;69;0;46;69;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:05.914;TwistZ_;2.742604;1;10;490;519;758;764;711;701;657;681;671;642;0;0;0;0;0;0;14;12;15;20;16;13;15;15;17;14;0;0;0;0;0;0;23;78;100;100;84;84;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:06.522;TwistS_;2.746968;1;10;520;599;728;745;692;641;628;659;681;688;0;0;0;0;0;0;14;15;18;19;21;21;19;22;21;18;0;0;0;0;0;0;69;71;100;100;100;100;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:07.138;TwistZ_;2.746968;1;10;531;373;704;710;647;611;632;640;663;660;0;0;0;0;0;0;15;11;16;22;19;14;17;23;17;14;0;0;0;0;0;0;84;28;100;100;100;84;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:07.746;TwistS_;2.742435;1;10;524;401;676;703;694;687;657;684;709;733;0;0;0;0;0;0;14;11;14;13;15;17;18;14;12;13;0;0;0;0;0;0;69;50;100;84;100;100;100;92;71;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:08.363;TwistZ_;2.728631;1;10;533;495;721;745;704;676;685;699;703;659;0;0;0;0;0;0;15;16;19;19;21;16;15;16;14;16;0;0;0;0;0;0;84;92;100;100;100;100;100;100;64;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:08.971;TwistS_;2.728631;1;10;472;362;753;791;700;674;677;703;708;633;0;0;0;0;0;0;16;14;12;11;15;19;12;11;14;12;0;0;0;0;0;0;61;28;53;23;76;100;46;30;64;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:09.587;TwistZ_;2.739611;1;10;557;307;714;696;637;574;578;608;611;0;0;0;0;0;0;0;13;12;12;14;11;13;14;13;10;0;0;0;0;0;0;0;61;28;46;100;38;42;46;53;42;0;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:10.196;TwistS_;2.739611;1;10;522;659;750;784;720;659;668;655;688;708;0;0;0;0;0;0;12;17;21;23;21;18;11;16;16;17;0;0;0;0;0;0;76;50;100;100;100;100;69;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:10.812;TwistZ_;2.747911;1;10;502;514;699;703;741;640;637;677;706;689;0;0;0;0;0;0;12;12;12;14;10;12;11;16;18;21;0;0;0;0;0;0;53;50;46;85;30;46;7;100;85;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:11.420;TwistS_;2.738418;1;10;368;507;713;747;684;631;668;688;674;634;0;0;0;0;0;0;14;15;18;14;16;12;14;15;15;13;0;0;0;0;0;0;30;78;100;100;100;78;92;69;100;61;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-20:36:12.037;TwistZ_;2.738418;1;10;525;611;731;747;679;637;630;655;682;675;0;0;0;0;0;0;13;14;17;12;13;10;15;19;19;18;0;0;0;0;0;0;76;85;100;100;100;30;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
