DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-07:25:55.557;TwistZ_;2.754394;1;10;393;665;734;726;689;582;557;618;603;615;0;0;0;0;0;0;12;14;12;15;13;11;13;11;15;16;0;0;0;0;0;0;69;78;69;100;38;28;84;53;92;92;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:56.157;TwistS_;2.747569;1;10;606;615;646;621;566;541;603;608;645;621;0;0;0;0;0;0;17;16;24;19;13;10;11;13;22;20;0;0;0;0;0;0;38;38;100;100;69;23;84;71;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:56.774;TwistZ_;2.747569;1;10;473;725;753;698;620;560;571;608;657;633;0;0;0;0;0;0;11;15;23;21;16;22;17;12;14;13;0;0;0;0;0;0;69;78;100;100;100;100;100;53;92;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:57.382;TwistS_;2.757503;1;10;349;622;691;660;616;579;584;606;626;608;0;0;0;0;0;0;14;10;18;19;15;17;17;19;23;20;0;0;0;0;0;0;76;42;100;100;100;100;100;100;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:57.991;TwistZ_;2.748211;1;10;403;483;0;791;765;733;659;624;629;587;0;0;0;0;0;0;14;13;0;11;14;12;10;12;11;13;0;0;0;0;0;0;84;28;0;7;100;38;15;38;78;92;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:58.603;TwistS_;2.748211;1;10;378;761;843;791;723;674;672;665;625;516;0;0;0;0;0;0;14;17;18;22;21;24;22;22;17;12;0;0;0;0;0;0;69;85;100;100;100;100;100;100;92;76;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:59.211;TwistZ_;2.738966;1;10;369;705;853;747;685;613;623;637;651;657;0;0;0;0;0;0;14;13;10;12;12;12;13;17;19;15;0;0;0;0;0;0;92;71;46;46;38;100;100;23;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:25:59.823;TwistS_;2.738966;1;10;554;662;725;657;603;566;562;601;640;628;0;0;0;0;0;0;14;14;23;23;19;16;17;20;23;19;0;0;0;0;0;0;61;85;100;100;100;100;100;100;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:26:00.432;TwistZ_;2.742856;1;10;417;667;774;745;670;609;621;606;665;671;0;0;0;0;0;0;16;12;16;18;13;13;13;15;16;14;0;0;0;0;0;0;100;71;100;100;61;78;84;76;92;84;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-07:26:01.040;TwistS_;2.748266;1;10;390;712;834;803;704;630;654;652;679;655;0;0;0;0;0;0;14;13;11;10;11;13;16;20;23;21;0;0;0;0;0;0;92;64;61;53;92;100;100;100;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
