DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-12:02:35.703;TwistS_;6.357887;1;10;637;1638;1713;1566;1594;1527;1514;1502;1538;1454;0;0;0;0;0;0;12;15;13;14;17;12;19;16;15;13;0;0;0;0;0;0;36;63;63;100;100;66;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:35.968;TwistZ_;6.402239;1;10;1157;1775;1850;1685;1669;1689;1609;1662;1484;1520;0;0;0;0;0;0;12;12;14;16;17;16;14;12;14;13;0;0;0;0;0;0;54;41;90;100;100;100;100;54;75;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:36.231;TwistS_;6.402239;1;10;1040;1362;1801;1731;1724;1752;1749;1661;1625;1450;0;0;0;0;0;0;10;13;15;11;18;15;14;13;12;13;0;0;0;0;0;0;27;54;100;45;100;72;100;100;100;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:36.495;TwistZ_;6.402239;1;10;1205;1230;1823;1784;1695;1689;1661;1665;1647;1589;0;0;0;0;0;0;12;14;12;15;16;13;19;23;16;10;0;0;0;0;0;0;63;58;72;90;100;100;100;100;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:36.760;TwistS_;6.404992;1;10;549;820;1757;1669;1728;1789;1765;1702;1558;1542;0;0;0;0;0;0;11;12;15;11;12;17;16;13;13;14;0;0;0;0;0;0;18;54;83;27;27;100;100;66;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:37.024;TwistZ_;6.404992;1;10;1300;1571;1816;1713;1577;1582;1542;1522;1549;1606;0;0;0;0;0;0;11;16;13;17;17;18;16;12;12;15;0;0;0;0;0;0;45;72;100;100;90;100;100;91;72;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:37.288;TwistS_;6.404992;1;10;834;1280;1809;1730;1719;1752;1625;1589;1560;1575;0;0;0;0;0;0;13;11;12;12;11;13;11;10;12;11;0;0;0;0;0;0;54;63;100;72;72;72;72;50;90;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:37.552;TwistZ_;6.404992;1;10;1538;1625;1837;0;1729;1705;1588;1549;1506;1454;0;0;0;0;0;0;13;17;14;0;14;16;13;17;14;14;0;0;0;0;0;0;27;54;91;0;100;90;63;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:37.816;TwistS_;6.349646;1;10;922;1003;1733;1789;1662;1637;1526;1514;1446;1430;0;0;0;0;0;0;12;15;13;12;13;13;13;18;16;13;0;0;0;0;0;0;54;50;81;63;54;91;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:38.072;TwistZ_;6.349646;1;10;849;1608;1637;1554;1454;1669;1441;1508;1629;1552;0;0;0;0;0;0;11;13;15;14;12;11;12;11;13;11;0;0;0;0;0;0;54;45;100;72;90;25;90;27;100;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:38.344;TwistS_;6.349646;1;10;1333;1450;1677;1590;1777;1721;1689;1660;1629;1655;0;0;0;0;0;0;12;13;15;12;14;16;13;18;17;12;0;0;0;0;0;0;27;41;100;45;75;100;100;81;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:38.601;TwistZ_;6.349646;1;10;1476;1713;1699;1606;1529;1604;1563;1695;1609;1530;0;0;0;0;0;0;12;11;15;13;11;10;12;14;18;16;0;0;0;0;0;0;45;36;100;100;45;36;63;100;100;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:38.865;TwistS_;6.364712;1;10;1406;1713;1750;1647;1602;1669;1629;1578;1417;1522;0;0;0;0;0;0;11;14;15;14;12;17;20;12;10;14;0;0;0;0;0;0;18;63;100;54;100;100;100;91;36;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:39.129;TwistZ_;6.364712;1;10;937;1406;1735;1606;1546;1542;1606;1596;1490;1478;0;0;0;0;0;0;14;12;14;13;14;15;18;15;18;15;0;0;0;0;0;0;54;63;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:39.393;TwistS_;6.364712;1;10;1153;1564;1837;1757;1693;1705;1693;1636;1614;1489;0;0;0;0;0;0;13;15;13;14;17;13;18;16;14;14;0;0;0;0;0;0;72;45;91;63;100;100;100;66;72;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:39.657;TwistZ_;6.364712;1;10;1538;1757;1898;1865;1809;1732;1641;1617;1545;1526;0;0;0;0;0;0;14;12;15;14;15;15;16;17;14;14;0;0;0;0;0;0;63;25;90;81;100;100;100;90;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:39.923;TwistS_;6.37693;1;10;0;1669;1706;1573;1655;1645;1661;1638;1625;1586;0;0;0;0;0;0;0;13;17;12;14;19;15;17;11;17;0;0;0;0;0;0;0;45;100;45;54;100;100;58;72;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:40.178;TwistZ_;6.37693;1;10;1081;1525;1765;1701;1625;1657;1673;1585;1550;1523;0;0;0;0;0;0;14;13;16;14;12;13;21;15;16;16;0;0;0;0;0;0;90;63;100;63;90;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:02:40.449;TwistS_;6.37693;1;10;1494;1123;1893;1820;1691;1727;1611;1577;1602;1476;0;0;0;0;0;0;10;15;18;12;13;14;12;12;14;16;0;0;0;0;0;0;9;63;100;63;72;90;81;75;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
