DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-07:36:13.844;TwistZ_;2.742247;1;10;524;659;735;745;704;648;633;645;659;667;0;0;0;0;0;0;11;18;19;23;19;13;12;12;15;12;0;0;0;0;0;0;69;50;100;100;100;100;46;84;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:14.460;TwistS_;2.736898;1;10;490;640;750;747;703;652;646;650;651;655;0;0;0;0;0;0;14;18;17;20;23;19;21;17;15;15;0;0;0;0;0;0;69;85;100;100;100;100;100;100;100;92;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:15.077;TwistZ_;2.736898;1;10;444;373;747;757;710;670;643;657;695;714;0;0;0;0;0;0;11;11;14;14;16;13;12;14;12;10;0;0;0;0;0;0;61;21;100;100;100;76;53;92;78;46;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:15.685;TwistS_;2.739186;1;10;524;398;716;725;694;681;653;730;716;701;0;0;0;0;0;0;14;15;13;14;16;14;11;19;15;14;0;0;0;0;0;0;61;50;76;100;76;69;28;92;92;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:16.297;TwistZ_;2.73202;1;10;485;712;769;748;721;687;655;665;676;691;0;0;0;0;0;0;14;20;17;21;22;19;13;17;17;19;0;0;0;0;0;0;100;64;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:16.913;TwistS_;2.73202;1;10;611;645;738;734;694;618;618;611;661;679;0;0;0;0;0;0;12;16;20;21;14;14;14;12;18;20;0;0;0;0;0;0;46;71;100;100;61;92;100;46;64;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:17.529;TwistZ_;2.74517;1;10;555;670;814;787;738;706;696;703;704;676;0;0;0;0;0;0;12;13;16;17;24;22;17;16;16;12;0;0;0;0;0;0;53;42;84;100;100;100;100;100;100;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:18.139;TwistS_;2.735625;1;10;491;296;821;766;747;622;681;675;663;672;0;0;0;0;0;0;11;12;11;11;13;11;12;13;18;13;0;0;0;0;0;0;61;28;76;69;38;42;38;61;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:18.746;TwistZ_;2.735625;1;10;520;280;747;687;659;652;641;651;662;681;0;0;0;0;0;0;11;10;14;12;11;13;17;14;19;15;0;0;0;0;0;0;46;28;53;76;7;92;84;92;100;23;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-07:36:19.362;TwistS_;2.723941;1;10;681;476;756;769;729;0;657;670;696;691;0;0;0;0;0;0;12;12;14;15;14;0;12;12;15;19;0;0;0;0;0;0;15;42;69;78;76;0;85;92;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
