DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-11:23:21.407;TwistS_;6.34901;1;10;747;1757;1684;1565;1490;1410;1382;1387;1420;1335;0;0;0;0;0;0;10;13;15;15;16;17;15;16;12;13;0;0;0;0;0;0;27;27;100;72;100;100;100;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:21.679;TwistZ_;6.34901;1;10;940;1236;1713;1578;1498;1450;1508;1486;1486;1367;0;0;0;0;0;0;13;12;13;12;11;16;12;14;18;15;0;0;0;0;0;0;90;63;100;100;90;81;27;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:21.935;TwistS_;6.35897;1;10;1432;1192;1717;1637;1538;1582;1506;1512;1469;1516;0;0;0;0;0;0;11;13;12;17;18;21;16;18;11;12;0;0;0;0;0;0;45;63;100;100;100;100;100;100;63;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:22.199;TwistZ_;6.35897;1;10;1318;1117;1713;1673;1574;1544;1522;1516;1570;1378;0;0;0;0;0;0;11;12;16;13;12;14;17;13;18;13;0;0;0;0;0;0;9;63;100;100;100;63;100;83;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:22.464;TwistS_;6.35897;1;10;878;966;1761;1665;1633;1602;1582;1549;1518;1333;0;0;0;0;0;0;10;10;12;14;15;18;19;18;16;13;0;0;0;0;0;0;36;27;91;90;100;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:22.728;TwistZ_;6.35897;1;10;1290;1285;1699;1426;1562;1566;1499;1512;1494;1398;0;0;0;0;0;0;12;15;14;13;16;23;15;16;15;14;0;0;0;0;0;0;72;72;100;100;100;100;72;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:22.992;TwistS_;6.398278;1;10;1362;1757;1790;1661;1609;1594;1550;1494;1446;1431;0;0;0;0;0;0;13;17;17;15;19;19;17;15;12;17;0;0;0;0;0;0;45;27;100;100;100;100;100;100;100;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:23.248;TwistZ_;6.398278;1;10;1274;527;1875;1683;1578;1598;1590;1508;1481;1422;0;0;0;0;0;0;12;13;11;11;19;19;21;12;11;12;0;0;0;0;0;0;45;27;25;90;100;100;100;75;63;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:23.512;TwistS_;6.398278;1;10;1300;911;1757;0;1602;1590;1526;1505;1543;1324;0;0;0;0;0;0;12;11;11;0;12;15;16;14;12;14;0;0;0;0;0;0;45;36;41;0;100;100;100;100;72;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:23.776;TwistZ_;6.398278;1;10;1362;1721;1772;1633;1534;1486;1330;1431;1502;1494;0;0;0;0;0;0;12;13;17;15;14;15;14;17;17;16;0;0;0;0;0;0;27;54;100;100;100;100;100;100;100;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:24.041;TwistS_;6.389684;1;10;1552;1820;1849;1765;1606;1563;1542;1494;1476;1354;0;0;0;0;0;0;12;13;14;12;16;16;17;16;15;13;0;0;0;0;0;0;27;58;100;54;100;100;100;100;83;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:24.304;TwistZ_;6.389684;1;10;975;1560;1702;1582;1490;1542;1602;1512;1462;1279;0;0;0;0;0;0;11;12;17;18;17;19;21;19;16;11;0;0;0;0;0;0;45;72;100;100;100;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:24.569;TwistS_;6.389684;1;10;878;1494;1717;1558;1474;1434;1386;1394;1249;1197;0;0;0;0;0;0;12;12;18;17;16;22;17;19;13;13;0;0;0;0;0;0;18;45;100;100;100;100;100;91;63;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:24.829;TwistZ_;6.389684;1;10;1197;1730;1757;1595;1494;1530;1544;1494;1418;1204;0;0;0;0;0;0;13;13;16;15;14;17;15;13;16;13;0;0;0;0;0;0;36;72;75;90;100;100;63;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:25.093;TwistS_;6.364324;1;10;883;1248;1669;1450;1611;1546;1478;1422;1494;1356;0;0;0;0;0;0;12;12;11;10;10;12;15;12;12;12;0;0;0;0;0;0;81;45;25;18;27;100;100;66;72;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:25.357;TwistZ_;6.364324;1;10;1259;1494;1710;1577;1502;1574;1562;1450;1489;1552;0;0;0;0;0;0;13;13;14;16;18;18;20;13;13;16;0;0;0;0;0;0;54;36;100;90;100;100;100;100;81;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:25.623;TwistS_;6.364324;1;10;1211;1274;1768;1598;1573;1608;1443;1435;1458;1223;0;0;0;0;0;0;12;12;13;16;11;12;12;13;11;10;0;0;0;0;0;0;63;54;100;100;45;45;63;100;90;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:25.886;TwistZ_;6.364324;1;10;1032;1353;1834;1702;1600;1555;1542;1490;1503;1142;0;0;0;0;0;0;13;13;13;12;16;15;12;14;16;13;0;0;0;0;0;0;72;45;100;72;63;90;81;100;81;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-05-11:23:26.149;TwistS_;6.36709;1;10;1208;1286;1882;1772;1665;1594;1606;1551;1518;1397;0;0;0;0;0;0;12;12;13;11;16;16;15;14;16;12;0;0;0;0;0;0;36;63;100;81;100;100;100;83;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
