DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-05-15:08:33.301;TwistS_;6.354901;1;10;949;1845;1538;1499;1502;1494;1538;1549;1503;1498;0;0;0;0;0;0;11;11;11;12;11;14;14;18;13;16;0;0;0;0;0;0;45;16;9;72;90;100;100;72;75;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:33.565;TwistZ_;6.354901;1;10;954;1613;1853;1705;1461;1406;1416;1417;1432;1313;0;0;0;0;0;0;16;18;17;19;14;15;12;14;12;14;0;0;0;0;0;0;100;100;100;100;72;54;81;100;45;81;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:33.829;TwistS_;6.372659;1;10;1032;1281;1724;1625;1625;1417;1446;1477;1450;1362;0;0;0;0;0;0;12;12;14;14;10;12;13;16;11;11;0;0;0;0;0;0;90;54;100;100;45;36;100;66;54;45;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:34.093;TwistZ_;6.372659;1;10;1155;1538;1563;1508;1538;1522;1546;1494;1476;1486;0;0;0;0;0;0;12;12;12;11;17;16;13;10;15;16;0;0;0;0;0;0;63;27;58;54;100;100;100;41;90;54;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:34.358;TwistS_;6.372659;1;10;966;1506;1810;1570;1486;1482;1538;1527;1514;1477;0;0;0;0;0;0;11;15;14;18;20;14;11;16;14;14;0;0;0;0;0;0;72;63;83;100;100;100;36;100;100;72;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:34.614;TwistZ_;6.372659;1;10;1318;0;1669;1687;1586;1590;1573;1490;1538;1494;0;0;0;0;0;0;10;0;12;13;14;14;15;16;18;13;0;0;0;0;0;0;9;0;33;45;100;90;90;100;100;18;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:34.878;TwistS_;6.379132;1;10;1010;1757;1797;1889;1550;1574;1530;1538;1530;1490;0;0;0;0;0;0;10;12;12;10;11;16;13;13;13;17;0;0;0;0;0;0;54;9;91;9;63;100;100;83;54;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:35.142;TwistZ_;6.379132;1;10;883;1186;1669;1633;1574;1625;1578;1625;1562;1510;0;0;0;0;0;0;12;12;12;13;14;16;14;13;12;12;0;0;0;0;0;0;81;45;25;100;100;100;100;83;100;72;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:35.407;TwistS_;6.379132;1;10;966;1486;1665;1547;1518;1567;1542;1523;1497;1438;0;0;0;0;0;0;12;12;13;15;14;13;14;11;14;16;0;0;0;0;0;0;54;50;100;81;100;100;90;81;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:35.670;TwistZ_;6.379132;1;10;1079;1516;1821;1753;1647;1550;1498;1482;1454;1458;0;0;0;0;0;0;15;18;20;19;21;20;20;22;17;12;0;0;0;0;0;0;81;72;100;100;100;100;100;100;100;100;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:35.927;TwistS_;6.386469;1;10;1098;1131;1681;1572;1570;1546;1484;1533;1526;1428;0;0;0;0;0;0;11;10;12;12;15;15;14;14;14;15;0;0;0;0;0;0;45;36;91;81;100;100;81;83;100;90;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:36.199;TwistZ_;6.386469;1;10;1384;0;1687;1582;1550;1593;1510;1474;1511;1528;0;0;0;0;0;0;14;0;10;15;18;16;13;14;11;15;0;0;0;0;0;0;54;0;45;63;100;100;100;100;41;81;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:36.463;TwistS_;6.386469;1;10;659;1464;1757;1578;1442;1398;1406;1378;1439;1384;0;0;0;0;0;0;10;17;14;19;21;19;14;15;15;13;0;0;0;0;0;0;27;75;100;91;100;100;100;100;100;72;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
2021-01-05-15:08:36.751;TwistZ_;6.386469;1;10;1157;1647;1625;1505;1417;1429;1395;1336;1294;1198;0;0;0;0;0;0;10;10;11;12;14;15;16;19;13;11;0;0;0;0;0;0;25;30;58;66;100;100;100;100;100;91;0;0;0;0;0;1023;1023;0;0;1023;0;0;0
