DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-22:23:57.257;TwistZ_;6.358556;1;10;1318;1395;1801;1741;1598;1590;1494;1435;1522;1419;0;0;0;0;0;0;10;13;12;10;18;19;15;16;14;13;0;0;0;0;0;0;45;36;41;72;100;100;100;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:57.513;TwistS_;6.358556;1;10;1347;0;1724;1669;1558;1602;1546;1494;1505;1455;0;0;0;0;0;0;13;0;12;14;14;16;19;16;15;11;0;0;0;0;0;0;27;0;33;81;100;100;100;100;72;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:57.777;TwistZ_;6.358556;1;10;703;1252;1845;1753;1689;1570;1609;1600;1598;1521;0;0;0;0;0;0;11;13;18;14;17;18;19;21;18;14;0;0;0;0;0;0;9;54;58;100;100;100;100;100;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:58.045;TwistS_;6.397154;1;10;1088;1347;1653;1609;1507;1538;1514;1502;1470;1406;0;0;0;0;0;0;11;14;13;11;13;15;13;13;12;13;0;0;0;0;0;0;81;54;91;72;90;81;100;91;100;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:58.301;TwistZ_;6.397154;1;10;1391;1340;1900;1757;1665;1637;1684;1630;1685;1687;0;0;0;0;0;0;10;13;15;11;17;20;18;15;15;12;0;0;0;0;0;0;27;54;100;36;100;100;54;75;100;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:58.574;TwistS_;6.397154;1;10;1030;1333;2045;1884;1721;1637;1586;1598;1607;1614;0;0;0;0;0;0;12;14;17;12;17;21;17;18;18;14;0;0;0;0;0;0;81;50;100;72;100;100;100;72;100;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:58.838;TwistZ_;6.397154;1;10;1373;1160;1625;1582;1650;1566;1566;1573;1557;1458;0;0;0;0;0;0;11;11;10;10;13;17;17;14;11;11;0;0;0;0;0;0;36;45;25;27;81;100;100;41;81;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:59.094;TwistS_;6.392588;1;10;1340;1816;1853;1681;1502;1611;1494;1483;1406;1327;0;0;0;0;0;0;13;17;17;16;16;11;15;19;18;16;0;0;0;0;0;0;36;27;100;100;100;81;81;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:59.358;TwistZ_;6.392588;1;10;1303;1538;1717;1598;1550;1454;1494;1508;1530;1430;0;0;0;0;0;0;13;12;13;15;17;20;17;18;16;13;0;0;0;0;0;0;54;54;100;100;100;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:59.622;TwistS_;6.392588;1;10;1264;996;1985;0;1665;1574;1507;1521;1478;1455;0;0;0;0;0;0;12;13;16;0;15;17;16;12;17;12;0;0;0;0;0;0;81;27;91;0;90;100;90;66;100;72;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:23:59.882;TwistZ_;6.392588;1;10;1458;644;0;1600;1594;1570;1602;1657;1647;1510;0;0;0;0;0;0;13;17;0;11;21;20;18;11;15;15;0;0;0;0;0;0;45;54;0;63;100;100;100;58;36;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:24:00.146;TwistS_;6.36938;1;10;975;1731;1816;1657;1637;1582;1565;1552;1362;1362;0;0;0;0;0;0;11;13;15;12;14;10;11;12;12;10;0;0;0;0;0;0;45;45;100;100;100;54;72;75;63;27;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:24:00.411;TwistZ_;6.36938;1;10;1116;1010;1833;1746;1599;1582;1586;1543;1604;1467;0;0;0;0;0;0;11;15;13;14;15;21;21;12;16;11;0;0;0;0;0;0;45;72;58;72;90;100;100;66;72;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:24:00.675;TwistS_;6.36938;1;10;1040;966;0;1594;1586;1598;1529;1546;1508;1402;0;0;0;0;0;0;12;11;0;10;16;14;14;12;17;16;0;0;0;0;0;0;81;50;0;63;83;100;45;45;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-22:24:00.948;TwistZ_;6.36938;1;10;527;1433;1812;1647;1545;1530;1527;1510;1499;1274;0;0;0;0;0;0;10;13;12;16;20;19;14;16;12;11;0;0;0;0;0;0;8;72;33;54;100;100;100;100;66;63;0;0;0;0;0;0;1023;0;0;1023;0;0;0
