DT;SZ;mmin;SnID;NrSgm;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT11;FT12;FT13;FT14;FT15;SnNOK;FTNOK;Shrt;Inv;TSlw;ADCOv;ADCFlt;UndFlt
2021-01-04-12:30:43.735;TwistS_;6.79394;1;10;325;336;0;307;606;307;773;759;727;703;0;0;0;0;0;0;15;11;0;12;10;11;14;13;14;11;0;0;0;0;0;0;90;27;0;36;45;70;90;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:43.983;TwistZ_;6.78722;1;10;299;454;307;292;326;689;783;560;522;781;0;0;0;0;0;0;16;13;14;15;11;12;15;12;14;17;0;0;0;0;0;0;100;81;100;81;63;90;100;72;81;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:44.231;TwistS_;6.78722;1;10;514;509;747;0;747;560;767;719;735;703;0;0;0;0;0;0;13;12;13;0;14;14;20;21;18;17;0;0;0;0;0;0;90;90;81;0;72;80;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:44.471;TwistZ_;6.78722;1;10;455;297;295;400;736;747;759;723;703;540;0;0;0;0;0;0;12;12;13;12;13;12;15;18;22;14;0;0;0;0;0;0;72;81;63;81;36;54;63;100;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:44.719;TwistS_;6.78722;1;10;278;325;439;329;445;609;641;721;447;619;0;0;0;0;0;0;15;13;12;12;15;11;11;12;12;14;0;0;0;0;0;0;81;90;18;72;63;80;45;63;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:44.967;TwistZ_;6.777774;1;10;581;468;457;455;307;294;584;681;703;307;0;0;0;0;0;0;13;11;13;13;11;13;13;12;14;12;0;0;0;0;0;0;81;54;45;100;9;90;90;72;100;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:45.215;TwistS_;6.777774;1;10;267;268;791;483;603;742;691;558;395;769;0;0;0;0;0;0;15;16;12;12;14;12;12;11;11;12;0;0;0;0;0;0;100;81;45;36;100;90;100;63;72;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:45.464;TwistZ_;6.777774;1;10;395;370;340;307;595;671;791;743;731;415;0;0;0;0;0;0;14;11;14;13;12;15;18;13;15;14;0;0;0;0;0;0;100;63;72;54;81;100;100;100;100;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:45.704;TwistS_;6.777774;1;10;419;327;473;355;263;281;707;606;715;739;0;0;0;0;0;0;12;13;13;14;12;11;13;13;12;17;0;0;0;0;0;0;81;81;81;100;20;45;100;90;63;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:45.952;TwistZ_;6.772916;1;10;531;375;582;395;263;729;653;479;703;720;0;0;0;0;0;0;15;14;11;15;17;11;11;14;13;16;0;0;0;0;0;0;100;100;72;100;20;90;72;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:46.201;TwistS_;6.772916;1;10;433;258;0;512;755;546;727;307;500;651;0;0;0;0;0;0;16;17;0;14;15;13;14;11;15;15;0;0;0;0;0;0;63;81;0;27;45;81;100;27;90;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:46.456;TwistZ_;6.772916;1;10;463;426;331;455;615;679;735;555;678;342;0;0;0;0;0;0;15;13;16;16;13;13;16;12;12;17;0;0;0;0;0;0;100;90;100;100;100;100;100;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:46.696;TwistS_;6.772916;1;10;376;333;268;327;433;408;422;585;431;496;0;0;0;0;0;0;15;12;14;13;12;11;11;14;13;14;0;0;0;0;0;0;63;90;90;81;72;70;72;81;100;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:46.944;TwistZ_;6.769696;1;10;411;343;759;395;553;775;655;629;439;695;0;0;0;0;0;0;16;17;15;13;15;17;12;15;12;14;0;0;0;0;0;0;100;100;58;36;90;100;100;100;54;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:47.217;TwistS_;6.769696;1;10;395;512;834;332;413;639;520;738;683;651;0;0;0;0;0;0;16;13;12;14;13;13;13;13;13;14;0;0;0;0;0;0;91;100;27;58;100;75;50;90;91;91;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-12:30:47.496;TwistZ_;6.769696;1;10;498;683;421;659;716;621;604;634;600;536;0;0;0;0;0;0;13;11;16;14;15;13;14;15;19;12;0;0;0;0;0;0;92;91;76;91;100;100;100;53;100;38;0;0;0;0;0;0;1023;0;0;1023;0;0;0
