2021-01-04-18:06:07.830;TwistS_;6.358642;1;10;1274;527;1946;1772;1629;1554;1526;1450;1384;1208;0;0;0;0;0;0;12;11;11;16;14;16;13;16;16;13;0;0;0;0;0;0;27;18;58;81;100;100;100;100;90;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:08.094;TwistZ_;6.358642;1;10;1177;816;1754;1649;1538;1506;1554;1479;1482;1238;0;0;0;0;0;0;14;13;16;15;14;17;15;17;18;15;0;0;0;0;0;0;90;63;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:08.358;TwistS_;6.386851;1;10;0;600;1757;1652;1596;1533;1384;1347;1329;1230;0;0;0;0;0;0;0;10;14;14;16;13;16;13;13;17;0;0;0;0;0;0;0;25;36;90;100;90;90;54;33;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:08.622;TwistZ_;6.386851;1;10;1312;961;1717;1596;1538;1625;1573;1538;1418;1384;0;0;0;0;0;0;13;13;12;12;11;10;10;10;11;12;0;0;0;0;0;0;63;81;91;81;18;18;45;8;63;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:08.886;TwistS_;6.386851;1;10;0;1167;1645;1551;1428;1354;1379;1314;1274;1310;0;0;0;0;0;0;0;12;13;15;13;16;13;19;17;17;0;0;0;0;0;0;0;63;75;90;36;100;90;91;100;100;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:09.150;TwistZ_;6.386851;1;10;994;659;1818;1701;1606;1486;1518;1516;1582;1560;0;0;0;0;0;0;13;11;15;12;13;12;13;12;10;12;0;0;0;0;0;0;72;18;66;100;100;100;100;33;18;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:09.407;TwistS_;6.381176;1;10;1249;1259;1677;1614;1542;1527;1508;1494;1459;1331;0;0;0;0;0;0;11;12;12;12;13;13;14;15;13;14;0;0;0;0;0;0;63;81;100;72;81;36;81;100;81;90;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:09.671;TwistZ_;6.381176;1;10;1120;1109;1634;1582;0;1279;1211;1450;1261;1308;0;0;0;0;0;0;11;10;13;10;0;12;15;11;12;13;0;0;0;0;0;0;18;36;83;18;0;72;63;16;63;81;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:09.935;TwistS_;6.381176;1;10;834;1248;1713;1487;1482;1494;1329;1362;1362;1296;0;0;0;0;0;0;12;12;13;12;13;13;10;14;11;14;0;0;0;0;0;0;36;45;75;63;100;90;36;66;27;54;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:10.199;TwistZ_;6.381176;1;10;719;966;1658;1494;1201;0;1494;1393;1394;1406;0;0;0;0;0;0;14;10;15;12;12;0;12;12;14;11;0;0;0;0;0;0;72;33;72;18;75;0;27;90;91;9;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:10.463;TwistS_;6.354798;1;10;922;1347;1159;703;1440;1350;1314;1199;1212;2197;0;0;0;0;0;0;12;12;12;10;12;17;15;13;14;13;0;0;0;0;0;0;18;81;66;9;81;100;100;58;90;36;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:10.727;TwistZ_;6.354798;1;10;571;753;1741;1544;1450;1441;1389;1351;1334;1274;0;0;0;0;0;0;12;14;13;13;14;12;12;12;13;13;0;0;0;0;0;0;18;63;66;63;90;90;72;100;100;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
2021-01-04-18:06:10.991;TwistS_;6.354798;1;10;527;759;1933;864;1435;1384;1391;1347;1298;1582;0;0;0;0;0;0;11;11;10;11;11;11;15;13;12;13;0;0;0;0;0;0;27;58;9;25;81;54;100;81;75;45;0;0;0;0;0;0;1023;0;0;1023;0;0;0
