DT#2020-01-22-10:57:08;_TwistZ_Turtle_;AVERAGE;-1;-1;-1;-1;-1;-1;-1
2020-01-22-10:57:08.144;_TwistZ_Turtle_;cold_machine;1.162787;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-10:58:09.544;_TwistZ_Turtle_;cold_machine;1.174815;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-10:59:11.144;_TwistZ_Turtle_;cold_machine;1.175941;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:00:12.548;_TwistZ_Turtle_;cold_machine;1.181356;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:01:13.944;_TwistZ_Turtle_;cold_machine;1.182379;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:02:15.344;_TwistZ_Turtle_;cold_machine;1.165967;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:03:16.744;_TwistZ_Turtle_;cold_machine;1.170658;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:04:18.144;_TwistZ_Turtle_;cold_machine;1.159872;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:05:19.544;_TwistZ_Turtle_;cold_machine;1.165563;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:06:20.943;_TwistZ_Turtle_;cold_machine;1.160436;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:07:22.543;_TwistZ_Turtle_;cold_machine;1.15747;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:08:23.943;_TwistZ_Turtle_;cold_machine;1.160869;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:09:25.343;_TwistZ_Turtle_;cold_machine;1.15493;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:10:26.743;_TwistZ_Turtle_;cold_machine;1.159807;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:11:28.143;_TwistZ_Turtle_;cold_machine;1.159718;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-11:12:29.743;_TwistZ_Turtle_;teach_sample;1.159784;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:30:59.929;_TwistZ_Turtle_;speed_change_teach;1.172841;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:32:01.330;_TwistZ_Turtle_;teach_sample;1.170266;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:33:02.732;_TwistZ_Turtle_;teach_sample;1.176544;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:34:03.936;_TwistZ_Turtle_;teach_sample;1.178302;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:35:05.328;_TwistZ_Turtle_;teach_sample;1.172181;0.0;0.0;0.0;0.0;0.0;0.0
2020-01-22-13:36:06.728;_TwistZ_Turtle_;teach_sample;1.174759;0.0;0.0;0.0;0.0;0.0;0.0
